2014-12-04T22:38:59.571222714Z cache,rss,rss_huge,mapped_file,writeback,swap,pgpgin,pgpgout,pgfault,pgmajfault,inactive_anon,active_anon,inactive_file,active_file,unevictable,hierarchical_memory_limit,hierarchical_memsw_limit,total_cache,total_rss,total_rss_huge,total_mapped_file,total_writeback,total_swap,total_pgpgin,total_pgpgout,total_pgfault,total_pgmajfault,total_inactive_anon,total_active_anon,total_inactive_file,total_active_file,total_unevictable
2014-12-04T22:38:59.573264030Z 81920,74743808,62914560,32768,0,0,3442,504,4164,0,16384,74735616,32768,0,0,18446744073709551615,18446744073709551615,81920,74743808,62914560,32768,0,0,3442,504,4164,0,16384,74735616,32768,0,0
[2014-12-04T22:39:00.578129441Z] 86016,100671488,85983232,32768,0,0,4501,853,5280,0,20480,100651008,32768,0,0,18446744073709551615,18446744073709551615,86016,100671488,85983232,32768,0,0,4501,853,5280,0,20480,100651008,32768,0,0
[2014-12-04T22:39:01.581689023Z] 86016,100671488,85983232,32768,0,0,4501,853,5280,0,20480,100679680,32768,0,0,18446744073709551615,18446744073709551615,86016,100671488,85983232,32768,0,0,4501,853,5280,0,20480,100679680,32768,0,0
[2014-12-04T22:39:02.585679004Z] 86016,107462656,92274688,32768,0,0,4661,888,5441,0,20480,107487232,32768,0,0,18446744073709551615,18446744073709551615,86016,107462656,92274688,32768,0,0,4661,888,5441,0,20480,107487232,32768,0,0
[2014-12-04T22:39:03.588501203Z] 86016,112164864,96468992,32768,0,0,4823,924,5605,0,20480,112197632,32768,0,0,18446744073709551615,18446744073709551615,86016,112164864,96468992,32768,0,0,4823,924,5605,0,20480,112197632,32768,0,0
[2014-12-04T22:39:04.595993850Z] 86016,114110464,98566144,32768,0,0,4891,1028,5674,0,20480,114143232,32768,0,0,18446744073709551615,18446744073709551615,86016,114110464,98566144,32768,0,0,4891,1028,5674,0,20480,114143232,32768,0,0
[2014-12-04T22:39:05.600680073Z] 86016,114110464,98566144,32768,0,0,4891,1028,5674,0,20480,114143232,32768,0,0,18446744073709551615,18446744073709551615,86016,114110464,98566144,32768,0,0,4891,1028,5674,0,20480,114143232,32768,0,0
[2014-12-04T22:39:06.607899867Z] 86016,114110464,98566144,32768,0,0,4891,1028,5674,0,20480,114143232,32768,0,0,18446744073709551615,18446744073709551615,86016,114110464,98566144,32768,0,0,4891,1028,5674,0,20480,114143232,32768,0,0
[2014-12-04T22:39:07.612198497Z] 86016,114110464,98566144,32768,0,0,4891,1028,5674,0,20480,114143232,32768,0,0,18446744073709551615,18446744073709551615,86016,114110464,98566144,32768,0,0,4891,1028,5674,0,20480,114143232,32768,0,0
[2014-12-04T22:39:08.622861781Z] 86016,118685696,102760448,32768,0,0,4992,1034,5787,0,20480,118718464,32768,0,0,18446744073709551615,18446744073709551615,86016,118685696,102760448,32768,0,0,4992,1034,5787,0,20480,118718464,32768,0,0
