2014-12-04T21:27:12.499661047Z cache,rss,rss_huge,mapped_file,writeback,swap,pgpgin,pgpgout,pgfault,pgmajfault,inactive_anon,active_anon,inactive_file,active_file,unevictable,hierarchical_memory_limit,hierarchical_memsw_limit,total_cache,total_rss,total_rss_huge,total_mapped_file,total_writeback,total_swap,total_pgpgin,total_pgpgout,total_pgfault,total_pgmajfault,total_inactive_anon,total_active_anon,total_inactive_file,total_active_file,total_unevictable
2014-12-04T21:27:12.505254214Z 106496,83812352,67108864,32768,0,0,5566,1430,7485,0,16384,83800064,40960,0,0,18446744073709551615,18446744073709551615,106496,83812352,67108864,32768,0,0,5566,1430,7485,0,16384,83800064,40960,0,0
[2014-12-04T21:27:13.510709621Z] 106496,116092928,96468992,32768,0,0,6666,1803,8642,0,12288,116146176,40960,0,0,18446744073709551615,18446744073709551615,106496,116092928,96468992,32768,0,0,6666,1803,8642,0,12288,116146176,40960,0,0
[2014-12-04T21:27:14.514559066Z] 106496,116092928,96468992,32768,0,0,6666,1803,8642,0,12288,116146176,40960,0,0,18446744073709551615,18446744073709551615,106496,116092928,96468992,32768,0,0,6666,1803,8642,0,12288,116146176,40960,0,0
[2014-12-04T21:27:15.519761376Z] 106496,116092928,96468992,32768,0,0,6666,1803,8642,0,12288,116146176,40960,0,0,18446744073709551615,18446744073709551615,106496,116092928,96468992,32768,0,0,6666,1803,8642,0,12288,116146176,40960,0,0
[2014-12-04T21:27:16.525720359Z] 106496,116092928,96468992,32768,0,0,6666,1803,8642,0,12288,116146176,40960,0,0,18446744073709551615,18446744073709551615,106496,116092928,96468992,32768,0,0,6666,1803,8642,0,12288,116146176,40960,0,0
[2014-12-04T21:27:17.529056454Z] 106496,115298304,96468992,32768,0,0,6666,1997,8642,0,12288,115351552,40960,0,0,18446744073709551615,18446744073709551615,106496,115298304,96468992,32768,0,0,6666,1997,8642,0,12288,115351552,40960,0,0
[2014-12-04T21:27:18.537538223Z] 106496,115298304,96468992,32768,0,0,6666,1997,8642,0,12288,115351552,40960,0,0,18446744073709551615,18446744073709551615,106496,115298304,96468992,32768,0,0,6666,1997,8642,0,12288,115351552,40960,0,0
[2014-12-04T21:27:19.543992367Z] 106496,115298304,96468992,32768,0,0,6666,1997,8642,0,12288,115351552,40960,0,0,18446744073709551615,18446744073709551615,106496,115298304,96468992,32768,0,0,6666,1997,8642,0,12288,115351552,40960,0,0
[2014-12-04T21:27:20.548484505Z] 106496,115298304,96468992,32768,0,0,6666,1997,8642,0,12288,115351552,40960,0,0,18446744073709551615,18446744073709551615,106496,115298304,96468992,32768,0,0,6666,1997,8642,0,12288,115351552,40960,0,0
[2014-12-04T21:27:21.552278119Z] 106496,115298304,96468992,32768,0,0,6666,1997,8642,0,12288,115351552,40960,0,0,18446744073709551615,18446744073709551615,106496,115298304,96468992,32768,0,0,6666,1997,8642,0,12288,115351552,40960,0,0
[2014-12-04T21:27:22.557727137Z] 106496,115298304,96468992,32768,0,0,6666,1997,8642,0,12288,115351552,40960,0,0,18446744073709551615,18446744073709551615,106496,115298304,96468992,32768,0,0,6666,1997,8642,0,12288,115351552,40960,0,0
