2014-12-04T21:17:10.869385361Z cache,rss,rss_huge,mapped_file,writeback,swap,pgpgin,pgpgout,pgfault,pgmajfault,inactive_anon,active_anon,inactive_file,active_file,unevictable,hierarchical_memory_limit,hierarchical_memsw_limit,total_cache,total_rss,total_rss_huge,total_mapped_file,total_writeback,total_swap,total_pgpgin,total_pgpgout,total_pgfault,total_pgmajfault,total_inactive_anon,total_active_anon,total_inactive_file,total_active_file,total_unevictable
2014-12-04T21:17:10.873066306Z 122880,83591168,67108864,32768,0,0,5581,1495,7501,0,20480,83640320,40960,8192,0,18446744073709551615,18446744073709551615,122880,83591168,67108864,32768,0,0,5581,1495,7501,0,20480,83640320,40960,8192,0
[2014-12-04T21:17:11.877995180Z] 122880,115527680,96468992,32768,0,0,6627,1898,8604,0,16384,115585024,40960,8192,0,18446744073709551615,18446744073709551615,122880,115527680,96468992,32768,0,0,6627,1898,8604,0,16384,115585024,40960,8192,0
[2014-12-04T21:17:12.882727588Z] 122880,115527680,96468992,32768,0,0,6627,1898,8604,0,16384,115585024,40960,8192,0,18446744073709551615,18446744073709551615,122880,115527680,96468992,32768,0,0,6627,1898,8604,0,16384,115585024,40960,8192,0
[2014-12-04T21:17:13.885833387Z] 122880,115527680,96468992,32768,0,0,6627,1898,8604,0,16384,115585024,40960,8192,0,18446744073709551615,18446744073709551615,122880,115527680,96468992,32768,0,0,6627,1898,8604,0,16384,115585024,40960,8192,0
[2014-12-04T21:17:14.893919085Z] 122880,115527680,96468992,32768,0,0,6627,1898,8604,0,16384,115585024,40960,8192,0,18446744073709551615,18446744073709551615,122880,115527680,96468992,32768,0,0,6627,1898,8604,0,16384,115585024,40960,8192,0
[2014-12-04T21:17:15.898004790Z] 122880,115486720,96468992,32768,0,0,6627,1908,8604,0,16384,115544064,40960,8192,0,18446744073709551615,18446744073709551615,122880,115486720,96468992,32768,0,0,6627,1908,8604,0,16384,115544064,40960,8192,0
[2014-12-04T21:17:16.902863617Z] 122880,115486720,96468992,32768,0,0,6627,1908,8604,0,16384,115544064,40960,8192,0,18446744073709551615,18446744073709551615,122880,115486720,96468992,32768,0,0,6627,1908,8604,0,16384,115544064,40960,8192,0
[2014-12-04T21:17:17.908196332Z] 122880,115486720,96468992,32768,0,0,6627,1908,8604,0,16384,115544064,40960,8192,0,18446744073709551615,18446744073709551615,122880,115486720,96468992,32768,0,0,6627,1908,8604,0,16384,115544064,40960,8192,0
[2014-12-04T21:17:18.913593819Z] 122880,115486720,96468992,32768,0,0,6627,1908,8604,0,16384,115544064,40960,8192,0,18446744073709551615,18446744073709551615,122880,115486720,96468992,32768,0,0,6627,1908,8604,0,16384,115544064,40960,8192,0
[2014-12-04T21:17:19.919380130Z] 122880,115486720,96468992,32768,0,0,6627,1908,8604,0,16384,115544064,40960,8192,0,18446744073709551615,18446744073709551615,122880,115486720,96468992,32768,0,0,6627,1908,8604,0,16384,115544064,40960,8192,0
