2014-12-04T21:46:56.084060271Z cache,rss,rss_huge,mapped_file,writeback,swap,pgpgin,pgpgout,pgfault,pgmajfault,inactive_anon,active_anon,inactive_file,active_file,unevictable,hierarchical_memory_limit,hierarchical_memsw_limit,total_cache,total_rss,total_rss_huge,total_mapped_file,total_writeback,total_swap,total_pgpgin,total_pgpgout,total_pgfault,total_pgmajfault,total_inactive_anon,total_active_anon,total_inactive_file,total_active_file,total_unevictable
2014-12-04T21:46:56.085910535Z 110592,83779584,65011712,32768,0,0,6102,1462,8035,0,20480,83824640,40960,0,0,18446744073709551615,18446744073709551615,110592,83779584,65011712,32768,0,0,6102,1462,8035,0,20480,83824640,40960,0,0
[2014-12-04T21:46:57.091818045Z] 110592,115785728,94371840,32768,0,0,7134,1834,9127,0,16384,115838976,40960,0,0,18446744073709551615,18446744073709551615,110592,115785728,94371840,32768,0,0,7134,1834,9127,0,16384,115838976,40960,0,0
[2014-12-04T21:46:58.096310070Z] 110592,115785728,94371840,32768,0,0,7134,1834,9127,0,16384,115838976,40960,0,0,18446744073709551615,18446744073709551615,110592,115785728,94371840,32768,0,0,7134,1834,9127,0,16384,115838976,40960,0,0
[2014-12-04T21:46:59.100200039Z] 110592,115785728,94371840,32768,0,0,7134,1834,9127,0,16384,115838976,40960,0,0,18446744073709551615,18446744073709551615,110592,115785728,94371840,32768,0,0,7134,1834,9127,0,16384,115838976,40960,0,0
[2014-12-04T21:47:00.104732036Z] 110592,115785728,94371840,32768,0,0,7134,1834,9127,0,16384,115838976,40960,0,0,18446744073709551615,18446744073709551615,110592,115785728,94371840,32768,0,0,7134,1834,9127,0,16384,115838976,40960,0,0
[2014-12-04T21:47:01.108365061Z] 110592,115752960,94371840,32768,0,0,7134,1842,9127,0,16384,115806208,40960,0,0,18446744073709551615,18446744073709551615,110592,115752960,94371840,32768,0,0,7134,1842,9127,0,16384,115806208,40960,0,0
[2014-12-04T21:47:02.114162048Z] 110592,115752960,94371840,32768,0,0,7134,1842,9127,0,16384,115806208,40960,0,0,18446744073709551615,18446744073709551615,110592,115752960,94371840,32768,0,0,7134,1842,9127,0,16384,115806208,40960,0,0
[2014-12-04T21:47:03.117978983Z] 110592,115752960,94371840,32768,0,0,7134,1842,9127,0,16384,115806208,40960,0,0,18446744073709551615,18446744073709551615,110592,115752960,94371840,32768,0,0,7134,1842,9127,0,16384,115806208,40960,0,0
[2014-12-04T21:47:04.123906788Z] 110592,115752960,94371840,32768,0,0,7134,1842,9127,0,16384,115806208,40960,0,0,18446744073709551615,18446744073709551615,110592,115752960,94371840,32768,0,0,7134,1842,9127,0,16384,115806208,40960,0,0
[2014-12-04T21:47:05.128322827Z] 110592,115752960,94371840,32768,0,0,7134,1842,9127,0,16384,115806208,40960,0,0,18446744073709551615,18446744073709551615,110592,115752960,94371840,32768,0,0,7134,1842,9127,0,16384,115806208,40960,0,0
[2014-12-04T21:47:06.173465291Z] 110592,115752960,94371840,32768,0,0,7134,1842,9127,0,16384,115806208,40960,0,0,18446744073709551615,18446744073709551615,110592,115752960,94371840,32768,0,0,7134,1842,9127,0,16384,115806208,40960,0,0
[2014-12-04T21:47:07.152165443Z] 110592,115752960,94371840,32768,0,0,7134,1842,9128,0,16384,115806208,40960,0,0,18446744073709551615,18446744073709551615,110592,115752960,94371840,32768,0,0,7134,1842,9128,0,16384,115806208,40960,0,0
[2014-12-04T21:47:08.315326583Z] 110592,115752960,94371840,32768,0,0,7134,1842,9128,0,16384,115806208,40960,0,0,18446744073709551615,18446744073709551615,110592,115752960,94371840,32768,0,0,7134,1842,9128,0,16384,115806208,40960,0,0
[2014-12-04T21:47:09.169090558Z] 110592,115752960,94371840,32768,0,0,7134,1842,9128,0,16384,115806208,40960,0,0,18446744073709551615,18446744073709551615,110592,115752960,94371840,32768,0,0,7134,1842,9128,0,16384,115806208,40960,0,0
[2014-12-04T21:47:10.174676864Z] 110592,115752960,94371840,32768,0,0,7134,1842,9128,0,16384,115806208,40960,0,0,18446744073709551615,18446744073709551615,110592,115752960,94371840,32768,0,0,7134,1842,9128,0,16384,115806208,40960,0,0
[2014-12-04T21:47:11.179473378Z] 110592,115752960,94371840,32768,0,0,7134,1842,9128,0,16384,115806208,40960,0,0,18446744073709551615,18446744073709551615,110592,115752960,94371840,32768,0,0,7134,1842,9128,0,16384,115806208,40960,0,0
